YoutubeLink,Comment
https://www.youtube.com/watch?v=4tn3YhXaPKg,"Io non vedo nessuna possibilita&#39; di pacificazione. Causa situazione statue artis a Ginevra, Svizzera, ho puntato il dito contro Bidens e gli Usa. Vi mando i filmati. Dal nostro punto di vista si chiama impeachment e formale atto di accusa contro gli stati unuti di america e le sue presidenze. Ovviente le usa saranno libere di non prendere sul serio la messa in stato di accusa ma solo dichiarandoci apertamente guerra."
https://www.youtube.com/watch?v=4tn3YhXaPKg,The great PM modi ji
https://www.youtube.com/watch?v=4tn3YhXaPKg,"Modi is danger to and very much anti Democracy..<br>Art 51(a) (h)(i) directs the Govt to produce Scientific Tempersment among netizens whereas he does Vaidik Puja for new building of hindu parishad next to parliament house with  Public funds..<br>Orders to build Rama Temple in Ayodhya whose existence could not be found by ASI since British Govt.<br>His pride of Democracy is to conduct election through Fake EVM to elect fake representative,  by every six months gap, He himself is a fake PM elected by FAKE EVM.."
https://www.youtube.com/watch?v=4tn3YhXaPKg,Fake EVM has selected Modi a Fake PM
https://www.youtube.com/watch?v=4tn3YhXaPKg,If modi is a brutal  Lord is enough for us and he is  the best of those responsible
https://www.youtube.com/watch?v=4tn3YhXaPKg,Very soon India going to get oil from Russia for different prices or not anymore.
https://www.youtube.com/watch?v=4tn3YhXaPKg,"Modi is projecting India well. But the hindus in the audience start chanting about Bharat Mata and Vande Matram repeatedly and causing annoyance among Americans and others. While every one has right to be proud of their country but to over do it abroad is not helping India. So hindus, bhakhts or bewakoofs stop this in America and let the media there show him. While India is making some progress and Modi show casing it well by exaggeration the hindu chutiyas ruin the effect by shouting, yelling in this praise there. Hindus are Chamachagiri mein world champions. They come across as fascists. Kal murakh, aj murakh hain aur kal hosi murakh. Juugjugantar se murakh. Yeh hai Vedic sach about our country."
https://www.youtube.com/watch?v=4tn3YhXaPKg,Aapke charno mai thode ful chdaah deti hun PM ji 🌼🌹🌺🌺 Aapke bhakt aapki Bhakti mai lin ho chuke hen 🥺😂
https://www.youtube.com/watch?v=4tn3YhXaPKg,"Manipur is burning,  hindu genocide next to kasmiri pandits. <br>Yoga and US would be the last thing on my mind."
https://www.youtube.com/watch?v=4tn3YhXaPKg,"Love Modi, hate Biden"
https://www.youtube.com/watch?v=4tn3YhXaPKg,Nothing happened for NRIs millions of Indians will die in GC backlog...shame
https://www.youtube.com/watch?v=4tn3YhXaPKg,APOCALYPSE CHAPTER 17 VERSES 13/14.<br>👆🏿👆🏿👆🏿👆🏿👆🏿👆🏿👆🏿👆🏿👆🏿👆🏿👆🏿👆🏿👆🏿👆🏿👆🏿👆🏿
https://www.youtube.com/watch?v=4tn3YhXaPKg,Jay hind jay bharat
https://www.youtube.com/watch?v=4tn3YhXaPKg,India an independent friend of the Hegemonic US is good. But becoming another Vassal of the Hegemonic US will find Russia China etc. distancing themselves from India
https://www.youtube.com/watch?v=4tn3YhXaPKg,Jo insan apna desh samal nhi sakta woh videsh hi ghumega
https://www.youtube.com/watch?v=4tn3YhXaPKg,Hitler of India
https://www.youtube.com/watch?v=4tn3YhXaPKg,Lion Modi ji🎉🎉🎉
https://www.youtube.com/watch?v=ID6DRWEigT0,"This lady praised and supported incidents in Manipur😅😅😅 Great lady, knows her business well, knows how to garner support from indo-american people. Just give &amp; take policy.😅😅😅😅"
https://www.youtube.com/watch?v=ID6DRWEigT0,"Impact of watching godi media, Gobar Modi&#39;s foster child, better you come to india stay with poor people who fall under hunger index, be neutal madam if you have guts also talk about gobar Ramesh Bhiduri, 145 minister in BJP modi party are chargesheeted with many cases, and ya please highlight about manipur violence aswell. How much did gobarchap BJP paid you to do this damage for congress, she needs to be investigated for her filthy comment."
https://www.youtube.com/watch?v=ID6DRWEigT0,Great American Culture Mam Jai Mary Mam fir wonderful culture
https://www.youtube.com/watch?v=ID6DRWEigT0,Jai Bharath Jai Hind Jai Modiji
https://www.youtube.com/watch?v=ID6DRWEigT0,Disgusting 🤮
https://www.youtube.com/watch?v=ID6DRWEigT0,A respect from billion people 🙏🇮🇳
https://www.youtube.com/watch?v=ID6DRWEigT0,Absolutely  fantastic. India&#39;s contribution in all sectors has become possible  due to the leadership  of  our Prime Minister Mr. Narendra  Modi.
https://www.youtube.com/watch?v=ID6DRWEigT0,❤
https://www.youtube.com/watch?v=ID6DRWEigT0,MERY MILBEN 🙏🙏🙏🙏🙏🙏🥰🥰🥰🥰🇮🇳🇮🇳🇮🇳🇮🇳🎶🎶🎶
https://www.youtube.com/watch?v=ID6DRWEigT0,Mary Millben Very good Singing Thank you ❤️ 🚩🕉️💐🙏
https://www.youtube.com/watch?v=ID6DRWEigT0,Very nice ❤. From India. City of Kolkata
https://www.youtube.com/watch?v=ID6DRWEigT0,🙏🙏🙏
https://www.youtube.com/watch?v=ID6DRWEigT0,"Jai Bharath  , Jai Modi ji"
https://www.youtube.com/watch?v=ID6DRWEigT0,We are proud of this song. Congratulations to PM Modi Ji that he is able to uphold the Indian culture to the international forum. Thank u.
https://www.youtube.com/watch?v=ID6DRWEigT0,jai ho sindhuthan  but our om never respect manipoor people
https://www.youtube.com/watch?v=ID6DRWEigT0,Obey Modi he is a great man
https://www.youtube.com/watch?v=ID6DRWEigT0,Someone should teach her that ladies should not touch the feet of men especially an illiterate chaiwala
https://www.youtube.com/watch?v=ID6DRWEigT0,Modi ji ❤
https://www.youtube.com/watch?v=ID6DRWEigT0,"Great , Congratulations ."
https://www.youtube.com/watch?v=ID6DRWEigT0,Beautiful
https://www.youtube.com/watch?v=9BnopRkdNnw,Can INDIA have a strong geopolitical presence? Say &quot;YES&quot; if you agree!
https://www.youtube.com/watch?v=9BnopRkdNnw,👏👏👏
https://www.youtube.com/watch?v=9BnopRkdNnw,मोदी मोदी🇮🇳🇮🇳🇮🇳🇮🇳🙏🙏🙏👪👪👍👍
https://www.youtube.com/watch?v=9BnopRkdNnw,YES
https://www.youtube.com/watch?v=9BnopRkdNnw,"You explain too good, we require people like u a lot, explaining the right mindset to the youth.."
https://www.youtube.com/watch?v=9BnopRkdNnw,Modiji a living legend <br>A real patriot
https://www.youtube.com/watch?v=9BnopRkdNnw,Good information
https://www.youtube.com/watch?v=9BnopRkdNnw,Yes in the next 10 years
https://www.youtube.com/watch?v=9BnopRkdNnw,Modi ji jaisa koi PM aaj tak na koi paida huva na hoga ab
https://www.youtube.com/watch?v=9BnopRkdNnw,Sirf externally or foreigners ko show karne k liye strong banao internally kabhi kuch hoga k bas news or event me hi hota hai real life me common man k basics waise hi reh gaye? or inki party logo me nafrat spread kar rahi hai so alag
https://www.youtube.com/watch?v=9BnopRkdNnw,There never was and will never be a Prime Minister like Modiji.
https://www.youtube.com/watch?v=9BnopRkdNnw,Prime minister is the boss
https://www.youtube.com/watch?v=9BnopRkdNnw,Modi hai to mumkin h
https://www.youtube.com/watch?v=9BnopRkdNnw,Plz make a video on indian drug and people suffering from drug <br>Drug effect on young generation and brain
https://www.youtube.com/watch?v=9BnopRkdNnw,Hi.. Sir<br>Aap ka har video informative hota hai... Aur hm log dekhte bhe hai...aap k bolne ka andaaz bahut alag hai...<br>But aap ye mat bola kijiye ki.. aap k liye ye free hai... <br>Ham log bahut kimiti samay nikal kar dekhte hai... Sunte aur samajhte hai... <br>Best of luck
https://www.youtube.com/watch?v=9BnopRkdNnw,Advance congratulate for 5M sir &amp; mam 🎉🥳
https://www.youtube.com/watch?v=9BnopRkdNnw,DEVELOPMENT of INDIA  OR   development of  adnani businesss😁😜
https://www.youtube.com/watch?v=9BnopRkdNnw,Hello godi youtuber 😂😂😂 dum hai toh apna muh thoda unemployment and how much loan increase in 10 year iss pe banna 🙏🙏 Youtuber Gullu amish devgan ko competition de rahe ho... chalne do chalane do😂😂
https://www.youtube.com/watch?v=9BnopRkdNnw,Bhaiya aap knowledge ke sath sath positive kese soche। Or nation ko lekr aap jo serious baat btaate ho नमन 🙏🙏 है aap ko <br>Jay hind 👍👍
https://www.youtube.com/watch?v=9BnopRkdNnw,Make bias free videos . Your videos getting more like political ad 😅
https://www.youtube.com/watch?v=9BnopRkdNnw,fu news 😂
https://www.youtube.com/watch?v=ts2ecngSnrU,Ye nuked p q khda h bidi pira h kya
https://www.youtube.com/watch?v=ts2ecngSnrU,Jai. Bjp. Modi
https://www.youtube.com/watch?v=ts2ecngSnrU,Gandhi- Modern Era Gandhi Jaishakar❤<br>Ajit Doval -Modern era Netaji❤<br>Modiji...--❤❤---???<br>....Just a Thought
https://www.youtube.com/watch?v=ts2ecngSnrU,Aegi to BJP hi. 🎉
https://www.youtube.com/watch?v=ts2ecngSnrU,Ye report gir hi gaya tha upar😂
https://www.youtube.com/watch?v=ts2ecngSnrU,Visit the Indian state first. Where it is important. Like manipur
https://www.youtube.com/watch?v=ts2ecngSnrU,Gand to fat gai modi ki joint address me. 2 saval nahi le paya
https://www.youtube.com/watch?v=ts2ecngSnrU,This educated man can be fooled by a half literate man
https://www.youtube.com/watch?v=ts2ecngSnrU,BJP is necessary for Indian development and India Security.
https://www.youtube.com/watch?v=ts2ecngSnrU,Shitan tho shaitan ko invite karta hai 😂😂
https://www.youtube.com/watch?v=ts2ecngSnrU,Abhe woh position ko hai Modi ko nahi... Modi is gone
https://www.youtube.com/watch?v=ts2ecngSnrU,BOTH ARE BIG SHAMELSS LIERS
https://www.youtube.com/watch?v=ts2ecngSnrU,gappio
https://www.youtube.com/watch?v=ts2ecngSnrU,Paan thuk k baat kar bhai
https://www.youtube.com/watch?v=ts2ecngSnrU,Give  winning Award to him.<br>For winning the heart&#39;s of Manipur people 😂
https://www.youtube.com/watch?v=ts2ecngSnrU,If BJP looses &amp; opposition wins  then atleast i will leave India 😭😭😭😭
https://www.youtube.com/watch?v=ts2ecngSnrU,Sab peheli bar berojgari ka haal pehi bar sab pehli baar
https://www.youtube.com/watch?v=ts2ecngSnrU,Happy to hear that this type of educated minister in our parliament now this period.. great sir Jai Sankar
https://www.youtube.com/watch?v=ts2ecngSnrU,Great sir.  M Shiva Prasad IPS <br>You also deserve the credit
https://www.youtube.com/watch?v=ts2ecngSnrU,Sir I respect you..(s Jaishankar)<br>But our honorable PM Modi he should first look the internal problem and try to solve it.. the incident that&#39;s going in Manipur
https://www.youtube.com/watch?v=hRThOHYv4Zs,This channel need 2 rupees in their account urgently. SANGHI SPOTTED
https://www.youtube.com/watch?v=hRThOHYv4Zs,You look beautiful
https://www.youtube.com/watch?v=hRThOHYv4Zs,mention of Gujarat was conveniently dropped from micron news 😠😤
https://www.youtube.com/watch?v=hRThOHYv4Zs,Modi 🔥🔥
https://www.youtube.com/watch?v=hRThOHYv4Zs,Didi itna khush kyu ho rahi ho
https://www.youtube.com/watch?v=hRThOHYv4Zs,Don&#39;t make missleading videos deal is toh set up packaging centre for micro cheap there no kind of technology transfer
https://www.youtube.com/watch?v=hRThOHYv4Zs,Tumko koi bola ki tum hot lagti ho... Aur yeh channel m views aane ka 50% share tumhare hotness ka hai ...
https://www.youtube.com/watch?v=hRThOHYv4Zs,"I think gone are the days when western countries would only want to come to India to set up profitable MNCs that would sell nothing more than FMCG soaps ketchups maggis and colas, lusting after the big indian market. Now they have to tie up with us for the real thing.. technology equipments and science! That&#39;s a pleasant change to witness!<br>Long back as a kid, I had heard swami ramdev raise this issue at one of his yoga sessions!"
https://www.youtube.com/watch?v=hRThOHYv4Zs,So now they’re using content creators too to create biased broadcasting. Please also talk about how Modi has got nothing to do with it. The person sitting on the chair has little to do with administrative work
https://www.youtube.com/watch?v=hRThOHYv4Zs,When I see you smile Australian captain pat Cummins comes to my mind.
https://www.youtube.com/watch?v=hRThOHYv4Zs,Isko itni khushi kyu aa rahi hai.. iska visa stuck ttha kya
https://www.youtube.com/watch?v=hRThOHYv4Zs,"The biggest i would say that almost nobody noticed was...  <br>India&#39;s entry in the Artemis program (happened sometime around June 2023 so... Maybe pm visit affected it idk for shure). <br>Why I say this is biggest??? Cz now we can run in the race. Not just keeping up with other major players, but we will have chance to actually run in the biggest race of human kind. The space race of 21st century."
https://www.youtube.com/watch?v=hRThOHYv4Zs,Chutiya plan
https://www.youtube.com/watch?v=hRThOHYv4Zs,Dear girl ur really beautiful but also really low on current affairs updates &#39;cuz foxconn is leaving the building
https://www.youtube.com/watch?v=hRThOHYv4Zs,PM has forgotten the problems in the country and flying to all nations without any responsibility 😢
https://www.youtube.com/watch?v=hRThOHYv4Zs,Burnol sales📈📈📈📈
https://www.youtube.com/watch?v=hRThOHYv4Zs,"Correction:- India doesn&#39;t believe in alliance it&#39;s a western term, India believes in partnership"
https://www.youtube.com/watch?v=hRThOHYv4Zs,Oh hell naww who let priyal dhuri cook
https://www.youtube.com/watch?v=hRThOHYv4Zs,Cant believe even you guys didn&#39;t fact check. H1b renewel in US is not from modi trip. It was announced much earlier. Modi just gt the credit. And its not just for indians. All immigrants on h1b can do it in US
https://www.youtube.com/watch?v=hRThOHYv4Zs,😅Why in Gujarat not some already Grown cities in technologies<br>Does Gujarat even has capable people for microchip industry set up?
https://www.youtube.com/watch?v=ItDPrQUIhIM,Peshawar 2014 mudi
https://www.youtube.com/watch?v=ItDPrQUIhIM,❤
https://www.youtube.com/watch?v=ItDPrQUIhIM,❤
https://www.youtube.com/watch?v=ItDPrQUIhIM,❤
https://www.youtube.com/watch?v=ItDPrQUIhIM,Mera nam masoom reja hai mai modi ji ko bhagwan ram ji ke rup mai pujta hu chauwes mai modi ji 405 set jetkar modi ji tesriwar sapath lenge
https://www.youtube.com/watch?v=ItDPrQUIhIM,🎉🎉🎉❤🎉🎉
https://www.youtube.com/watch?v=ItDPrQUIhIM,"Modiji 9 saal se adhikh samamay beet Gaya aap pm bane huway ek din to pm ka kaam karein krupya ,election ki ralian me jhoot pe jhoot ya mandrion ki yatra ya party meeting in sab se sar dard lage to videsi tour pada likha berozgar pakoda yojna"
https://www.youtube.com/watch?v=ItDPrQUIhIM,Modiji is the best👍💯
https://www.youtube.com/watch?v=ItDPrQUIhIM,hmare desh ke phle PM hai hindut ko gorbanit KR rhe hai
https://www.youtube.com/watch?v=ItDPrQUIhIM,Jsk sir 🎉🎉
https://www.youtube.com/watch?v=ItDPrQUIhIM,🤭
https://www.youtube.com/watch?v=ItDPrQUIhIM,जय हो प्रभु की प्रभु लीला प्रभु ही जाने
https://www.youtube.com/watch?v=ItDPrQUIhIM,"Within 1 month, u will be going to hell"
https://www.youtube.com/watch?v=ItDPrQUIhIM,🙏🙏🙏🙏
https://www.youtube.com/watch?v=ItDPrQUIhIM,🙏🙏🙏
https://www.youtube.com/watch?v=ItDPrQUIhIM,😂😂😂🙏🧜‍♂️🧜🏾‍♀️🧜🏾‍♀️🙏👨‍💻👩‍💻🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏
https://www.youtube.com/watch?v=ItDPrQUIhIM,Jai  namo 🙏 ❤
https://www.youtube.com/watch?v=ItDPrQUIhIM,👍 Our best Beloved and Honourable Prime Minister&#39;s USA Journey is very notable. We like this video much. Thank you very much for sharing this memorable video!
https://www.youtube.com/watch?v=ItDPrQUIhIM,You do best
https://www.youtube.com/watch?v=ItDPrQUIhIM,Super super
https://www.youtube.com/watch?v=zvYyfWT5oYA,But he is standing at left....whom Modi is wishing and looking?
https://www.youtube.com/watch?v=zvYyfWT5oYA,Pm modi please remove chinmayanand from BJP and put me in jail
https://www.youtube.com/watch?v=zvYyfWT5oYA,Modi ji aap mahan ho
https://www.youtube.com/watch?v=zvYyfWT5oYA,"Bhaai Indian PM Modi Ji hain... Ab tak ke sabse dumdaar PM, waise toh Independent India ke pehle hi PM hain... India&#39;s First PM, is PM Modi Ji..."
https://www.youtube.com/watch?v=zvYyfWT5oYA,Modi ji is the future of our country
https://www.youtube.com/watch?v=zvYyfWT5oYA,Sir you never stop to amaze people !! Respect you sir !! 👍
https://www.youtube.com/watch?v=zvYyfWT5oYA,You are great sir
https://www.youtube.com/watch?v=zvYyfWT5oYA,Modi 😎
https://www.youtube.com/watch?v=zvYyfWT5oYA,Har Har modi.. <br>Ghar Ghar modi..
https://www.youtube.com/watch?v=zvYyfWT5oYA,The Indian hitler modi
https://www.youtube.com/watch?v=zvYyfWT5oYA,Nice look
https://www.youtube.com/watch?v=zvYyfWT5oYA,Prpud to be indian🇮🇳
https://www.youtube.com/watch?v=zvYyfWT5oYA,Very first one to like and comment
https://www.youtube.com/watch?v=zvYyfWT5oYA,Jai Modi. 1 st Good luck!!!
https://www.youtube.com/watch?v=zvYyfWT5oYA,Jai modi ji
https://www.youtube.com/watch?v=SAqqkRl33Fc,"Please consider supporting our work financially: <a href=""https://www.paypal.me/indiaindetails"">https://www.paypal.me/indiaindetails</a> | PayTm, GooglePay, and UPI: satya45@icici | Monthly basis: <a href=""https://www.patreon.com/indiaindetails"">https://www.patreon.com/indiaindetails</a><br>Email: indiaindetails@<a href=""http://gmail.com/"">gmail.com</a>"
https://www.youtube.com/watch?v=SAqqkRl33Fc,i want to go to india
https://www.youtube.com/watch?v=SAqqkRl33Fc,"This is NEW INDIA 🇮🇳,<br><br>jhukega nahi sala."
https://www.youtube.com/watch?v=SAqqkRl33Fc,US is treating India PM like a king because they are worried about BRICS. India is simply playing both ways The West and BICS and they will not succeed. One cannot sit on the fence for long
https://www.youtube.com/watch?v=SAqqkRl33Fc,"Amazing...Indeed she is right..What a time to be an Indian,What a time to be in India❤"
https://www.youtube.com/watch?v=SAqqkRl33Fc,Calcultar🙏 new DelHi 🔁 Pakistan
https://www.youtube.com/watch?v=SAqqkRl33Fc,Bravo 🎉❤ go India. You can do it.
https://www.youtube.com/watch?v=SAqqkRl33Fc,Hi how are you bro
https://www.youtube.com/watch?v=SAqqkRl33Fc,Just  we respect  both  sides.
https://www.youtube.com/watch?v=SAqqkRl33Fc,The west need India to be Asian power pivot it can use to against China and Russia. Not that  it want another powerful Asian country that is not a vassal state. India will be given limited options and would never be allowed to be so economically successful for it  to able to decide anything on its own.
https://www.youtube.com/watch?v=SAqqkRl33Fc,"Americans, such as myself, want good relations with India because it has the potential to be Asia’s next economic superpower and stabilizer. <br><br>On a personal note, I like India for its culture, bright colors and Shakti."
https://www.youtube.com/watch?v=SAqqkRl33Fc,No idea what these admirers are talking behind him😊
https://www.youtube.com/watch?v=SAqqkRl33Fc,"Under the Banner of Communism;<br>China Capitalized using their Human resource; copied; added  value;<br>Researched.<br>.Now they are taking over the world.<br>but  The  sleeping ELEPHANT has  woken up..<br>A.I.=<br>America +India=  ABSOLUTE THUNDER.<br> Will shake the world together.<br>But India and Indians have to work hard ; seriously,<br>skilled<br>TALENTED.. BEST QULAITY..<br> Best products.<br><br>AL HIGH TECH.<br>And leave the world 50 years  behind.<br>This is Indias Future.<br> 1......5+ .35= 1.85<br>7.8-1.8= 6<br>worlds population<br>  India and America ; with best Production can walk over  china."
https://www.youtube.com/watch?v=SAqqkRl33Fc,There could be neo colonial agenda
https://www.youtube.com/watch?v=SAqqkRl33Fc,Took America years to realise that India has things to offer whereas Pakistan has nothing to offer except beg
https://www.youtube.com/watch?v=SAqqkRl33Fc,Amazing Grace
https://www.youtube.com/watch?v=SAqqkRl33Fc,Awesome  Righteousness God Bless You All 🙏😊❤
https://www.youtube.com/watch?v=SAqqkRl33Fc,🙋🏻 really appreciate and love your videos 🤘🏻
https://www.youtube.com/watch?v=SAqqkRl33Fc,"Look at us Indians ... so happy that big daddy America is giving us some importance! (and yes, this is a sarcastic remark about how Indians are jubilant about  this visit, while in America, there is hardly any media coverage of Modi&#39;s visit)."
https://www.youtube.com/watch?v=SAqqkRl33Fc,❤️👍
https://www.youtube.com/watch?v=SAqqkRl33Fc,"There is so much hate based on religion - we Hindus are the new Jews<br>Jews have been hated for so long &amp; continues to this day &amp; the Christian/Islamic media that dominates the world continue to push this narrative that religion has nothing to do with preaching this hate - trying to fob off all the blame onto Hitler and his Nazis!<br>&quot;Hitler was born 2,000 years ago, formed the Nazi party and has been preaching hate all these years! ALL Islamic countries are full of Nazis!&quot;<br>Amazingly they get away with it because few Intellectuals or Atheists question this &amp; sadly, we Hindus remain stuck with a 2nd class mentality that refuses to speak up!<br>They are coming for us now - screaming discrimination whenever a minority cries <br>.<br>First of all - there is no Country in the world where minorities don&#39;t feel disrespected<br>Here in the US blacks, Asians even white Asians like the Chinese and Korean experience discrimination<br>And of course where Muslims are the majority, they turn their country into an Islamic one - openly pushing hate &amp; discrimination<br>Here in the state of Utah, they are pushing Bibles in Class rooms<br>Christians are pushing abortion laws using their religion as a guide<br>But somehow Hindus must bend over backwards to please their minorities!<br>Minority appeasement has been going on ever since independence!<br>Hindus need to speak up otherwise we will find ourselves as the New Jews, I think we already are"
https://www.youtube.com/watch?v=EcUQLQk3jmU,How about PM Modi . At least behave like a media outlet and not some third grade media
https://www.youtube.com/watch?v=EcUQLQk3jmU,Thanks!
https://www.youtube.com/watch?v=EcUQLQk3jmU,"Why US invites murderers and Dictators like Modi this Hindu Terrorist after Gujarat  Manipur in flames this  terrorist must be imprisoned for burning 259 churches , 150 Christian colonies and killing 100s innocent Christian victims"
https://www.youtube.com/watch?v=EcUQLQk3jmU,Great presentation...looking forward for more coverage on the Modiji s visit.
https://www.youtube.com/watch?v=EcUQLQk3jmU,"Once Modi is defeated after 2024 general elections, All Corrupt BJP Leaders , Modi Amit Shah Adani and Ambani all these criminals must be hunted down and imprisoned for criminally running india and Robbing indian with billions of dollars 😮"
https://www.youtube.com/watch?v=EcUQLQk3jmU,Bajrang Dal and RSS  must be banned from every State of India stop Saffron Radicalized Hindu Terror Group
https://www.youtube.com/watch?v=EcUQLQk3jmU,"Feku First stop  Muslim , Sikhs Christian and  Dalits attacks here in indian thru Saffron Terrorist group Bajarang Dal"
https://www.youtube.com/watch?v=EcUQLQk3jmU,the most beautiful thing in the world is love peace and happiness itself
https://www.youtube.com/watch?v=EcUQLQk3jmU,फाकु   is डाकू😂😂😂😂
https://www.youtube.com/watch?v=EcUQLQk3jmU,Manipur
https://www.youtube.com/watch?v=EcUQLQk3jmU,"Not able to solve the problem in Manipur,delhi,MP etc<br>What is the use of visiting USA."
https://www.youtube.com/watch?v=EcUQLQk3jmU,Buy Buy Buy Buy Modiji
https://www.youtube.com/watch?v=EcUQLQk3jmU,words matter -&quot;but&quot; over the years india was preparing mukthi bahini....this lady still bitter over pakistan&#39;s defeat or breakup.
https://www.youtube.com/watch?v=EcUQLQk3jmU,"Print is a biased paid media !!!<br>Non partisan?<br>The very idea of non partisan, oblective journalism that you claim to practice reveals that you are neither non partisan nor objective!<br>Who is financing... the major share holders or who are behind the major share holders of Print ?"
https://www.youtube.com/watch?v=EcUQLQk3jmU,Outreach is another word to enable war on China
https://www.youtube.com/watch?v=EcUQLQk3jmU,Few suggestions for both the top.leaders:<br><br><br>1. Explore ways how to eliminate terrorism from the world.<br><br>2. Find ways how to save environment and climate.<br><br>3. How to strengthen UNO.<br><br>4. Explore possibilities to give some priority to Indians in obtaining US green card.<br><br>.5. Possibilities to waive off the need for ViSA for Indians to visir USA and vice versa.<br><br>6. Arrange periodic meetings of ministers of both countries to find ways to strengthen each other.<br><br>7. Find ways to inculcate the teachings of spirituality and yoga in people. <br><br> 8. Find ways to allow Indian doctors to get jobs and practice in USA without the need to pass extra medical exams of USA. <br><br>9.Recognition of Ayurved in USA also be attempted. Promote and encourage Ayurved in both the countries.<br><br>10. A directory be made listing laws of one country and their equivalent laws in other country. Then efforts be made to adopt good points/ laws of of one country by other country.<br><br>11. Constitutions of both countries be compared and good points of one constitution be adopted in constitution of other country to the extent possible.<br><br>A.Bhatia
https://www.youtube.com/watch?v=EcUQLQk3jmU,"Nobody takes India seriously except India. The country is too wobbly, temperamental, and unpredictable. No one would partner with someone like that."
https://www.youtube.com/watch?v=EcUQLQk3jmU,"How it hurts, India is not breaking up and Pakistan is crumbling."
https://www.youtube.com/watch?v=EcUQLQk3jmU,"What Print and other Indian medias need to understand is that - it’s not nonpartisan media  that Indians/India needs but a “nation first” media that doesn’t peddle against national interest news/articles/comments even to show nonpartisanship. NATION FIRST has to be the DHARMA of every Indian media houses and Indian journalists who have for 70 odd years been on handouts/payouts of enemy/ies of nation, be it KGB during Indira period or CIA during Roa’s period or George sorts &amp; CCP in last 20 years."
https://www.youtube.com/watch?v=EcUQLQk3jmU,Feku chaiwala Angothachap&#39;s day out.
https://www.youtube.com/watch?v=NS_Z3ZNxpVc,He should be Next in 2024 to become superpower ❤❤❤
https://www.youtube.com/watch?v=NS_Z3ZNxpVc,"Modi takes action against democracy. He is no accepting supremecourt, Indian media and CBI  also."
https://www.youtube.com/watch?v=NS_Z3ZNxpVc,"Times used to be very Challenging, I had the worst days of my life living with bad breath, I appreciate you so much Dr Emovon on YouTube, You have restored me my life that was lost already.  All the pains are gone, I will keep on telling everyone about you…..🌹🌹"
https://www.youtube.com/watch?v=NS_Z3ZNxpVc,I am betting on their losing.
https://www.youtube.com/watch?v=NS_Z3ZNxpVc,Jai shree ram
https://www.youtube.com/watch?v=NS_Z3ZNxpVc,"I would like correct your facts : HDFC Bank Ltd, with a market capitalization of 12.30 trillion INR, is a more fitting comparison to U.S. giants like J.P. Morgan than ICICI Bank, which has a market cap of 6.80 trillion INR. Additionally, since their IPOs, HDFC Bank has offered a total return of 29,305.80%, outperforming ICICI Bank&#39;s 23,718.63%."
https://www.youtube.com/watch?v=NS_Z3ZNxpVc,"<a href=""https://youtu.be/7TXlEV1LHWo"">https://youtu.be/7TXlEV1LHWo</a>"
https://www.youtube.com/watch?v=NS_Z3ZNxpVc,"Modi deserves to be elected for the third term here..Here in India we conduct the planets largest democratic exercise of elections with 900 million voters, the election process is smooth and transparent and we  trust our election commision for its work....unlike US Where there are always complaints of rigging in elections"
